date,commits,commit_count,forks,issue,issue_comment,req_closed,req_opened
2013-7-28,5,0,0,0,0,1,
2013-7-29,30,0,0,0,0,4,
2013-7-30,31,0,0,0,0,6,
2013-7-31,17,0,0,0,0,3,
2013-8-1,30,0,1,0,0,8,
2013-8-2,34,0,2,0,0,11,
2013-8-3,7,0,0,0,0,1,
2013-8-4,9,0,0,1,4,6,
2013-8-5,12,0,0,0,0,5,
2013-8-6,9,0,0,0,0,2,
2013-8-7,20,0,0,0,0,0,
2013-8-8,26,0,0,0,0,12,
2013-8-9,17,0,2,0,0,3,
2013-8-10,0,0,0,0,0,0,
2013-8-11,1,0,1,0,0,0,
2013-8-12,10,0,1,0,0,1,
2013-8-13,5,0,0,1,6,1,
2013-8-14,33,0,1,1,3,7,
2013-8-15,40,0,1,0,0,7,
2013-8-16,14,0,1,1,4,8,
2013-8-17,44,0,0,1,8,20,
2013-8-18,32,0,1,0,0,11,
2013-8-19,16,0,0,1,1,3,
2013-8-20,21,0,0,0,0,3,
2013-8-21,13,0,0,0,0,4,
2013-8-22,6,0,3,0,0,1,
2013-8-23,9,0,0,0,0,0,
2013-8-24,2,0,0,0,0,0,
2013-8-25,4,0,0,0,0,1,
2013-8-26,25,0,1,0,0,10,
2013-8-27,21,0,2,0,0,11,
2013-8-28,40,0,2,0,0,16,
2013-8-29,21,0,1,0,0,9,
2013-8-30,29,0,0,0,0,6,
2013-8-31,16,0,1,1,2,1,
2013-9-1,19,0,1,0,0,1,
2013-9-2,27,0,1,0,0,10,
2013-9-3,17,0,1,0,0,7,
2013-9-4,28,0,0,2,11,5,
2013-9-5,23,0,0,0,0,1,
2013-9-6,26,0,0,0,0,2,
2013-9-7,4,0,1,0,0,2,
2013-9-8,9,0,0,0,0,1,
2013-9-9,10,0,1,0,0,2,
2013-9-10,27,0,0,1,2,4,
2013-9-11,23,0,1,1,2,3,
2013-9-12,12,0,0,0,0,5,
2013-9-13,17,0,1,0,0,4,
2013-9-14,9,0,1,0,0,4,
2013-9-15,9,0,1,0,0,4,
2013-9-16,21,0,2,0,0,7,
2013-9-17,27,0,0,0,0,1,
2013-9-18,44,0,0,0,0,8,
2013-9-19,36,0,0,0,0,7,
2013-9-20,34,0,2,0,0,1,
2013-9-21,3,0,0,0,0,1,
2013-9-22,4,0,0,0,0,7,
2013-9-23,41,0,0,0,0,7,
2013-9-24,27,0,1,0,0,6,
2013-9-25,40,0,2,0,0,4,
2013-9-26,16,0,0,0,0,5,
2013-9-27,32,0,1,0,0,3,
2013-9-28,8,0,0,0,0,2,
2013-9-29,13,0,0,0,0,3,
2013-9-30,43,0,2,0,0,11,
2013-10-1,22,0,1,0,0,3,
2013-10-2,42,0,2,0,0,7,
2013-10-3,10,0,2,0,0,0,
2013-10-4,64,0,0,0,0,21,
2013-10-5,14,0,0,0,0,7,
2013-10-6,20,0,0,0,0,5,
2013-10-7,47,0,0,0,0,18,
2013-10-8,37,0,0,0,0,13,
2013-10-9,33,0,1,0,0,8,
2013-10-10,34,0,2,0,0,11,
2013-10-11,44,0,0,0,0,16,
2013-10-12,9,0,1,0,0,6,
2013-10-13,3,0,0,0,0,2,
2013-10-14,30,0,1,0,0,9,
